Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,,,,,,,,,,,
AvgDialog_22111_Content_101,ahOV,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,896,AvgDialog,Content,生前奥尔拉,嗯……我觉得，诗歌并不是一种文字或者画面，它像是一把钥匙。,Hmm... I think poetry isn't just words or images; it's like a key.,,,,,,,,,,,
AvgDialog_22111_Content_102,ahOW,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,897,AvgDialog,Content,柯蕾特正位,钥匙？,A... key?,,,,,,,,,,,
AvgDialog_22111_Content_111,ahPg,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,906,AvgDialog,Content,柯蕾特正位,我会用别针把它们整理到一起，等以后有钱了，就把它们印成一本漂亮的诗集！,"You want to kill me and use the poem to get the life you desire... No matter what you did, I've never hated you, Colette.",,,,,,,,,,,
AvgDialog_22111_Content_116,ahPl,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,911,AvgDialog,Content,柯蕾特正位,不过我趁他们不注意，悄悄留下了一朵……,"But while they weren't paying attention, I secretly kept a flower...",,,,,,,,,,,
AvgDialog_22111_Content_118,ahPn,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,913,AvgDialog,Content,柯蕾特正位,一首好诗，奥尔拉……以后，我就用我的花，来换你的诗吧！,"A fine poem, Horla... In the future, I'll trade my flowers for your poems!",,,,,,,,,,,
AvgDialog_22128_Content_1,ahZi,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,914,AvgDialog,Content,,余香,Horla lets out a deep sigh. You approach her.,,,,,,,,,,,
AvgDialog_22128_Content_4,ahZP,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,917,AvgDialog,Content,汉娜,我也很高兴见到你！,Well I'm glad to see you too!,,,,,,,,,,,
AvgDialog_22128_Content_9,aiad,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,922,AvgDialog,Content,汉娜,是因为文学爱好者之间的互相轻贱吗？还是因为成为了情敌？！,Is it due to mutual disdain among literature enthusiasts? Or have you turned into romantic rivals?!,,,,,,,,,,,
AvgDialog_22128_Content_10,ahZj,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,923,AvgDialog,Content,宁菲亚,……我还有点事，请允许我先告辞……,"You know, even if Hannah publishes that poem, few people would actually care.",,,,,,,,,,,
AvgDialog_22128_Content_11,ahZk,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,924,AvgDialog,Content,汉娜,喂喂喂！宁菲亚小姐！,What people really care about is the stories and topics surrounding that collection of poems.,,,,,,,,,,,
AvgDialog_22128_Content_12,ahZl,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,925,AvgDialog,Content,玩家,汉娜。,"Hmm, I know, {Male=Sir,Female=Madam} Keeper.",,,,,,,,,,,
AvgDialog_22128_Content_14,ahZn,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,927,AvgDialog,Content,玩家,奥尔拉让我来找你。,And you don't mind that?,,,,,,,,,,,
AvgDialog_22128_Content_16,ahZp,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,929,AvgDialog,Content,,汉娜紧急刹住了脚。,Well I'm glad to see you too!,,,,,,,,,,,
AvgDialog_22128_Content_18,ahZr,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,931,AvgDialog,Content,汉娜,《玫瑰的栖居》，奥尔拉·柯蕾特……,She plucked a petal from a rose above her eye and brought it to her nose.,,,,,,,,,,,
AvgDialog_22128_Content_20,ahZu,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,933,AvgDialog,Content,玩家,她让我转达，如果你觉得不错的话，请你帮她发表在……,"She asked me to pass on the message that, if you think it's good, to please help her publish it in—",,,,,,,,,,,
AvgDialog_22128_Content_21,ahZv,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,934,AvgDialog,Content,汉娜,没问题没问题！诗好不好不重要，有话题度就够了！,"{Male=Sir,Female=Madam} Keeper, do you believe that too?",,,,,,,,,,,
AvgDialog_22128_Content_23,ahZx,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,936,AvgDialog,Content,汉娜,你就悄悄带我过去见一见……,"Just quietly take me to see her, and...",,,,,,,,,,,
AvgDialog_22128_Content_24,ahZy,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,937,AvgDialog,Content,玩家,再贪心的话，小心连诗集都没的发表了。,"Be too greedy, and you might not even get that poem published.",,,,,,,,,,,
AvgDialog_22128_Content_26,ahZA,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,939,AvgDialog,Content,玩家,诗集交给汉娜了。,"There are trams, but we didn't see the stop, so we're not sure if they go where we want to go.",,,,,,,,,,,
AvgDialog_22128_Content_27,ahZB,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,940,AvgDialog,Content,无纸奥尔拉,您之前和我说，诗集带来的并不是不幸，我怎么都不相信。,"Have I told you? From the fence of the old garden, you could see the tram passing by, but I've never actually rode one.",,,,,,,,,,,
AvgDialog_22128_Content_28,ahZC,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,941,AvgDialog,Content,无纸奥尔拉,这次以后，我才真正明白过来。,"I believe I recall it can go anywhere. Regardless, I still would like to board it, at least just once.",,,,,,,,,,,
AvgDialog_22128_Content_29,ahZD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,942,AvgDialog,Content,无纸奥尔拉,谢谢您，守密人%sirormadam%！,"Thank you, {Male=Sir,Female=Madam} Keeper!",,,,,,,,,,,
AvgDialog_22128_Content_31,ahZG,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,944,AvgDialog,Content,无纸奥尔拉,啊……不要不要……我还是不太敢和别人说话……不过我会慢慢调整的！,"On the winding tracks, a giant caterpillar stops in front of you.",,,,,,,,,,,
AvgDialog_22128_Content_32,ahZH,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,945,AvgDialog,Content,玩家,开个玩笑。我已经帮你回绝她了。,Ah! Just as I remember! It's the Caterpillar Train!,,,,,,,,,,,
AvgDialog_22128_Content_33,ahZI,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,946,AvgDialog,Content,,奥尔拉长舒一口气。你走到她身旁。,Horla lets out a deep sigh. You approach her.,,,,,,,,,,,
AvgDialog_22128_Content_34,ahZJ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,947,AvgDialog,Content,玩家,你知道，汉娜就算把诗集发表出来，也没多少人真正会在意的。,"You know, even if Hannah publishes that poem, few people would actually care.",,,,,,,,,,,
AvgDialog_22128_Content_35,ahZK,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,948,AvgDialog,Content,玩家,大家在意的，其实也只是围绕那本诗集的故事和话题。,What people really care about is the stories and topics surrounding that collection of poems.,,,,,,,,,,,
AvgDialog_22128_Content_36,ahZL,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,949,AvgDialog,Content,无纸奥尔拉,嗯，我知道的，守密人%sirormadam%。,"Hmm, I know, {Male=Sir,Female=Madam} Keeper.",,,,,,,,,,,
AvgDialog_22128_Content_38,ahZN,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,951,AvgDialog,Content,玩家,不介意？,And you don't mind that?,,,,,,,,,,,
AvgDialog_22128_Content_41,ahZR,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,954,AvgDialog,Content,,她从眼睛上那朵玫瑰上，摘下了一片花瓣，凑到鼻尖上。,She plucked a petal from a rose above her eye and brought it to her nose.,,,,,,,,,,,
AvgDialog_22128_Content_44,ahZU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,957,AvgDialog,Content,,她转过头来，对着你笑了笑。,"She asked me to pass on the message that, if you think it's good, to please help her publish it in—",,,,,,,,,,,
AvgDialog_22128_Content_45,ahZV,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,958,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，您相信吗？,"{Male=Sir,Female=Madam} Keeper, do you believe that too?",,,,,,,,,,,
AvgDialog_22128_Content_47,ahZX,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,960,AvgDialog,Content,,她扬起手。鲜红的花瓣离开她的手掌，悠扬飘远。,"Just quietly take me to see her, and...",,,,,,,,,,,
AvgDialog_22128_Content_48,ahZY,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,961,AvgDialog,Content,,风中带着玫瑰的香味，像从数十年前的西岱吹来。,"Be too greedy, and you might not even get that poem published.",,,,,,,,,,,
