AvgDialog_8239_Content_20,aqIw,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,588,AvgDialog,Content,萨尔瓦多,以你苍白的火焰，将迷途的灵魂引向光明。,"With your pale flame, guide the lost souls to the light."
AvgDialog_38725_Content_1,aktD,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,589,AvgDialog,Content,,暗淡的蓝光萦绕在你周围，将你浑身的疲惫与疼痛都一扫而空。,"A faint blue glow envelops you, dispelling all your fatigue and pain."
AvgDialog_38725_Content_2,aktE,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,590,AvgDialog,Content,萨尔瓦多,父神将「赐福」降临于你。,"The Father God bestows ""The blessing"" upon you."
AvgDialog_38725_Content_3,aktF,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,591,AvgDialog,Content,玩家,萨尔瓦多主教！,Bishop Salvador!
AvgDialog_38725_Content_4,aktG,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,592,AvgDialog,Content,萨尔瓦多,你是那苍白的使者，是驱散黑暗的火焰。,"You are the pale messenger, the flame that dispels the darkness."
AvgDialog_38725_Content_5,aktH,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,593,AvgDialog,Content,萨尔瓦多,你将终结这一切苦难，而我将予以你一切帮助。,"You will end all this suffering, and I will provide you with all the help you need."
AvgDialog_8254_Content_1,aqIY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,594,AvgDialog,Content,,奥吉尔用力一掷，长枪钉在了银镜之上。,"Ogier threw his spear with great force, pinning it to the silver mirror."
AvgDialog_8254_Content_2,aqJj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,595,AvgDialog,Content,,银镜的碎片如坠落的星辰，随之彻底瓦解的，是天上遍布裂痕的鲜红月亮。,"Fragments of the silver mirror fell like stars, and with them, the crimson moon, riddled with cracks, shattered completely."
AvgDialog_8254_Content_3,aqJu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,596,AvgDialog,Content,,一声悲戚的尖叫后，怪物倒在了地上。庞大的身躯迅速溶解成一滩深色的血液，只留下一个匍匐在地的人形。,"After a mournful scream, the monster collapsed. Its massive body quickly dissolved into a pool of dark blood, leaving only a human figure crawling on the ground."
AvgDialog_8254_Content_4,aqJF,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,597,AvgDialog,Content,,"血月散去，阳光重新洒向地面，将那个躺在血泊中的人照亮。
索菲亚呆呆地望着天空，嘴里仍在低语。","The blood moon fades, and sunlight once again shines upon the ground, illuminating the person lying in a pool of blood.\nSophia stares blankly at the sky, still murmuring."
AvgDialog_8254_Content_5,aqJQ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,598,AvgDialog,Content,索菲亚,"<Yellow:伊芙>女士……我辜负了你，辜负了<Yellow:持灯者>……
我没能净化他们，没能净化罪恶……","<Yellow:Eve>... I have failed you, failed the <Yellow:Lightbearer>...\nI couldn't purify them, couldn't cleanse their sins..."
AvgDialog_8254_Content_6,aqJV,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,599,AvgDialog,Content,索菲亚,持灯者……纯银塑身之人……请你……,"Bearer of the light... You, shaped from pure silver... I implore you..."
AvgDialog_8254_Content_7,aqJW,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,600,AvgDialog,Content,,她吸入一口气，然后，再也没能将它呼出来。,"She took a breath in, and then never exhaled again."
AvgDialog_8254_Content_8,aqJX,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,601,AvgDialog,Content,,整个广场一片狼藉——被怪物所伤的人躺在地上，不少已经失去生命，还有些正痛苦地呻吟着，不明白自己为什么会变成现在的模样。,"The square is in disarray—people wounded by monsters lie on the ground; many have lost their lives, while others moan in agony, unable to comprehend why they have ended up like this."
AvgDialog_8254_Content_9,aqJY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,602,AvgDialog,Content,市民A,呃……我的头好痛……,Ugh... My head hurts...
AvgDialog_8254_Content_10,aqIZ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,603,AvgDialog,Content,市民B,这是哪里？我怎么……,Where am I? How did I...
AvgDialog_8254_Content_11,aqJa,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,604,AvgDialog,Content,市民C,主教阁下，那是主教阁下吗？他这是怎么了？,"Your Excellency Bishop, is that you? What has happened to you?"
AvgDialog_8254_Content_12,aqJb,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,605,AvgDialog,Content,萨尔瓦多,请……等……,Please... wait...
AvgDialog_8254_Content_13,aqJc,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,606,AvgDialog,Content,,蓝光不知何时彻底散去了。,The blue light had completely dissipated without anyone noticing.
AvgDialog_8254_Content_14,aqJd,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,607,AvgDialog,Content,,"萨尔瓦多跪在石板之间，还在试图维持着它们的运转。
他朝你抬起头，白色的绷带下流出两行血泪。","Salvador knelt between the tablets, still trying to keep them running.\nHe looked up at you, blood tears streaming down his white bandages."
AvgDialog_8254_Content_15,aqJe,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,608,AvgDialog,Content,奥吉尔,主君，主教这是怎么了？,"My lord, what is the matter with the bishop?"
AvgDialog_8254_Content_16,aqJf,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,609,AvgDialog,Content,玩家,应该是链接者精神力不够，但这样严重的不稳……我从来没见过。,"It must be that the Link lacks spirit power, but such severe instability... I've never seen it before."
AvgDialog_8254_Content_17,aqJg,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,610,AvgDialog,Content,萨尔瓦多,我的链接者……是……这里的前任主教……我不能……透支他……,My Link... was... the former bishop here... I can't... overextend him...
AvgDialog_8254_Content_18,aqJh,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,611,AvgDialog,Content,萨尔瓦多,苍白的使者……请……请你……,Pale Messenger... please... please...
AvgDialog_8254_Content_19,aqJi,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,612,AvgDialog,Content,,"他颤抖着抬起手，轻轻覆在你的肩上。
但你已经几乎感觉不到他的重量了。","He trembled as he raised his hand, gently placing it on your shoulder.\nBut you could barely feel its weight anymore."
AvgDialog_8254_Content_20,aqJk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,613,AvgDialog,Content,,他在迅速消散，除非——,"He is fading quickly, unless —"
AvgDialog_8254_Content_21,aqJl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,614,AvgDialog,Content,,你握住萨尔瓦多的手，闭上了眼睛。,You held Salvador's hand and closed your eyes.
AvgDialog_8254_Content_22,aqJm,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,615,AvgDialog,Content,,"黑暗。
黑暗如此安详，像一个怀抱，又像一场深眠。","Darkness.\nDarkness is so peaceful, like an embrace, like a deep slumber."
AvgDialog_8254_Content_23,aqJn,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,616,AvgDialog,Content,,纷繁的光点在你的意识中浮现：慌乱的是周围的市民，坚定的是奥吉尔。,"Fleeting light spots appear in your consciousness: the surrounding citizens are panicked, and Ogier is determined."
AvgDialog_8254_Content_24,aqJo,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,617,AvgDialog,Content,,还有一个散发着浅淡的、几乎看不见的蓝光的，正是你先前看到的第二个星星——也正是萨尔瓦多。,"Here is another one, emitting a faint, nearly invisible blue light. This is the second star you saw earlier—Salvador."
AvgDialog_8254_Content_25,aqJp,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,618,AvgDialog,Content,,你向它靠近，听到朦胧的交谈声。,You approach it and hear muffled voices.
AvgDialog_8254_Content_26,aqJq,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,619,AvgDialog,Content,索菲亚,我家族一直致力于消除苦难，传播父神的恩泽，为什么却沦落到这个地步？,My family has always been dedicated to eliminating suffering and spreading the blessings of the Father. How did it come to this?
AvgDialog_8254_Content_27,aqJr,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,620,AvgDialog,Content,索菲亚,闭嘴！不准你这样污蔑我父亲，他不是那样的人！不是！,Shut up! How dare you slander my father like that! He is not that kind of person! Not at all!
AvgDialog_8254_Content_28,aqJs,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,621,AvgDialog,Content,索菲亚,主教阁下，为什么世界总是充满苦难？,"Your Excellency Bishop, why is the world always filled with suffering?"
AvgDialog_8254_Content_29,aqJt,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,622,AvgDialog,Content,索菲亚,如果世上没有罪人，是不是……像我姐姐、我母亲那样的人，就不会再受他人所害？,"If there were no sinners in the world, would people like my sister and mother no longer be harmed by others?"
AvgDialog_8254_Content_30,aqJv,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,623,AvgDialog,Content,索菲亚,是不是就能摆脱苦难，永远快乐地生活？,Is it possible to escape suffering and live happily ever after?
AvgDialog_8254_Content_31,aqJw,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,624,AvgDialog,Content,萨尔瓦多,这是我的责任。,This is my responsibility.
AvgDialog_8254_Content_32,aqJx,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,625,AvgDialog,Content,,萨尔瓦多的影浮现在了你的身旁。,The shadow of Salvador appears beside you.
AvgDialog_8254_Content_33,aqJy,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,626,AvgDialog,Content,,回忆在你们面前不断切换，他看上去没什么表情，你却能感受到一丝哀伤。,"Memories switch constantly before you. He shows little expression, yet you can sense a hint of sorrow."
AvgDialog_8254_Content_34,aqJz,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,627,AvgDialog,Content,萨尔瓦多,我一直知道的，她心中始终怀有怨恨。我以为她会放下，结果却只是放任了恨意的滋长。,"I've always known that she harbored resentment in her heart. I thought she would let it go, but instead, she allowed it to grow."
AvgDialog_8254_Content_35,aqJA,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,628,AvgDialog,Content,索菲亚,"他说那天是你救了他，是这样吗，萨尔瓦多主教？可是为什么？
他做了那么多坏事，骗了那么多人，你为什么还要帮助他？","He said you saved him that day, Bishop Salvador. Is that true? But why?\nHe has done so many terrible things and deceived so many people. Why did you help him?"
AvgDialog_8254_Content_36,aqJB,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,629,AvgDialog,Content,索菲亚,第二次机会？谁能给我家第二次机会，谁能给我姐姐，我母亲第二次机会？,Second chance? Who can give my family a second chance? Who can give my sister and mother a second chance?
AvgDialog_8254_Content_37,aqJC,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,630,AvgDialog,Content,索菲亚,她们死了，萨尔瓦多主教，她们回归父神的怀抱，只剩下我……,"They are dead, Bishop Salvador. They have returned to the Father's embrace, leaving only me..."
AvgDialog_8254_Content_38,aqJD,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,631,AvgDialog,Content,索菲亚,只剩下我……,Only I remain...
AvgDialog_8254_Content_39,aqJE,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,632,AvgDialog,Content,萨尔瓦多,父神垂怜，让我重新获得一次生命。我应当做得更好，现在却重蹈覆辙。,"Father God, have mercy and grant me another chance at life. I should have done better, but now I am repeating my mistakes."
AvgDialog_8254_Content_40,aqJG,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,633,AvgDialog,Content,于丽埃特？,那些窃贼、赌徒、瘾君子，他们到你这里来寻求的根本不是宽恕和机会，而是自我安慰！一个能继续作恶的借口！,"Those thieves, gamblers, and addicts do not come to you seeking forgiveness or a second chance, but for self-comfort! An excuse to continue doing wrong!"
AvgDialog_8254_Content_41,aqJH,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,634,AvgDialog,Content,于丽埃特？,罪人不知悔改，不会悔改。无尽的宽容只会让善者心寒，恶者猖狂。,"Sinners do not repent, nor will they. Endless tolerance only disheartens the good and emboldens the wicked."
AvgDialog_8254_Content_42,aqJI,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,635,AvgDialog,Content,于丽埃特？,这样下去，你谁也救不了。,"At this rate, you won't be able to save anyone."
AvgDialog_8254_Content_43,aqJJ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,636,AvgDialog,Content,萨尔瓦多,"我宽恕他们，给予他们慰藉，正如我宽恕所有人，给予所有人慰藉。
我们都享有父神的爱，同时具有行差踏错与回归正途的资格。","I forgive them and bring them solace, just as I forgive everyone and bring solace to all.\nWe all share in the Father's love and have the right to make mistakes and return to the righteous path."
AvgDialog_8254_Content_44,aqJK,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,637,AvgDialog,Content,萨尔瓦多,苦是父神不愿意看到的，苦是父神希望消解的，也是我作为祂的代行者应当消解的。,"Suffering is what the Father does not wish to see, what He hopes to resolve, and what I, as His agent, must dispel."
AvgDialog_8254_Content_45,aqJL,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,638,AvgDialog,Content,萨尔瓦多,我造成的苦难，必须由我亲自弥补。,The suffering I caused must be atoned for by myself.
AvgDialog_8254_Content_46,aqJM,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,639,AvgDialog,Content,,他伸出手轻轻一拂，泛黄的回忆泛着水一般的波纹缓缓消散，重新聚拢成象征他精神的光点。,"He reached out and gently brushed. The yellowed memories rippled away like water, then gathered into points of light symbolizing his Spirit."
AvgDialog_8254_Content_47,aqJN,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,640,AvgDialog,Content,,他转向你，将捧着的光点递到你的面前。,He turns to you and presents the glowing light in his hands.
AvgDialog_8254_Content_48,aqJO,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,641,AvgDialog,Content,萨尔瓦多,"请你帮助我，苍白的使者。
帮我消除他们身上的苦，让他们能够安然地走完剩下的路。","Please help me, Pale Messenger.\nRelieve them of their suffering so they can peacefully complete their journey."
AvgDialog_8254_Content_49,aqJP,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,642,AvgDialog,Content,,接过光点,Accept the Light Point
AvgDialog_8254_Content_50,aqJR,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,643,AvgDialog,Content,,蓝色的光在你面前如蛛丝一般摇摆，一头链接着一个年迈但温和的精神，另一头则深入你面前的光点之中。,"A blue light sways like a spider's thread before you, one end linked to an aged but gentle Spirit, the other end delving into the light point before you."
AvgDialog_8254_Content_51,aqJS,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,644,AvgDialog,Content,,你小心地将细线截断，用属于你自己的颜色将它浸染。,You carefully cut the thin thread and dye it with your own color.
AvgDialog_8254_Content_52,aqJT,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,645,AvgDialog,Content,,白色顺着丝线一路向内，向内，光斑亮起，慢慢地驱散黑暗。,"White follows the silk thread inward, inward, as light spots appear, gradually dispelling the darkness."
AvgDialog_8254_Content_53,aqJU,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,646,AvgDialog,Content,萨尔瓦多,谢谢你。,Thank you.
AvgDialog_38729_Content_1,akuD,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,647,AvgDialog,Content,,燃起白色的希望,Ignite the White Hope
AvgDialog_38729_Content_2,akuV,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,648,AvgDialog,Content,,石板再次升起。,The tablet rises once more.
AvgDialog_38729_Content_4,akvr,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,650,AvgDialog,Content,,萨尔瓦多抬起手，血液从他身上、从他四周源源不断地流向石板。蓝光再次沿着纹路流转，一明一暗，宛如呼吸。,"Salvador raised his hand, blood flowing continuously from his body and surroundings toward the tablet. Blue light flowed along the lines again, bright and dim, like breathing."
AvgDialog_38729_Content_5,akvC,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,651,AvgDialog,Content,萨尔瓦多,创生的父神，仁慈的造主，请聆听我的祈求。,"Father of Creation, merciful Creator, please hear my prayer."
AvgDialog_38729_Content_6,akvN,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,652,AvgDialog,Content,,温润的蓝以石板为中心向四周伸出密匝的须根，它们穿过人群，驱散了残存的血腥味，留下淡淡的熏香气息。,"Moist blue tendrils radiate from the tablet, passing through the crowd and dispelling the lingering blood scent, leaving a faint fragrance"
AvgDialog_38729_Content_7,akvY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,653,AvgDialog,Content,,站着的人们缓缓坐下。,The people who were standing slowly sat down.
AvgDialog_38729_Content_8,akwj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,654,AvgDialog,Content,,坐着的那些张着嘴，呆呆地看着面前堪称神迹的一幕。,"Those sitting there, mouths agape, stared blankly at the miraculous scene before them"
AvgDialog_38729_Content_9,akwu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,655,AvgDialog,Content,,那些失去意识、甚至停止呼吸的，都在微风中缓缓睁开了眼。,Those who had lost consciousness and even stopped breathing slowly opened their eyes in the breeze.
AvgDialog_38729_Content_10,akuE,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,656,AvgDialog,Content,萨尔瓦多,请消去他们的伤痛，抚平他们的心。,Please erase their pain and soothe their hearts.
AvgDialog_38729_Content_11,akuM,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,657,AvgDialog,Content,,人们的目光变得空茫，身体愈发放松。慌乱与恐惧一扫而空，取而代之的是舒缓和宁静。,"People's eyes become vacant, their bodies relax. Panic and fear disappear, replaced by calmness and tranquility."
AvgDialog_38729_Content_12,akuN,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,658,AvgDialog,Content,萨尔瓦多,让他们不再受苦难折磨，并给予他们「赐福」。,"Free them from the torment of suffering and grant them ""The blessing""."
AvgDialog_38729_Content_13,akuO,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,659,AvgDialog,Content,,潮汐般的光向四周涌去，所有人都闭上了眼，像是沉浸在安宁之中。,"The tidal light surged around, and everyone closed their eyes, as if immersed in tranquility."
AvgDialog_38729_Content_14,akuP,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,660,AvgDialog,Content,,暖阳俯瞰着一切，万事如常，唯有一团糟的广场证明着方才的癫狂。,"The warm sun overlooks everything. All seems normal, except for the chaotic square that bears witness to the recent madness."
AvgDialog_38729_Content_15,akuQ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,661,AvgDialog,Content,,"石板轻响，又化作看不见的虚影融进夜色。
萨尔瓦多整了整衣衫，走到索菲亚身旁。",The tablet softly clicked and dissolved into the unseen shadows of the night.\nSalvador straightened his clothes and walked to Sofia's side.
AvgDialog_38729_Content_16,akuR,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,662,AvgDialog,Content,索菲亚,……你不该救我的。,...You shouldn't have saved me.
AvgDialog_38729_Content_17,akuS,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,663,AvgDialog,Content,萨尔瓦多,“凡是迷途知返的，都能回到我的怀抱”。,"""All who find their way back can return to my embrace."""
AvgDialog_38729_Content_18,akuT,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,664,AvgDialog,Content,索菲亚,"“因为你们皆是我的子，而我爱着你们所有”。
但你错了，主教，《圣典》也错了。","""Because you are all my children, and I love you all.""\nBut you are wrong, Bishop, and so is the ""Holy Scripture"""
AvgDialog_38729_Content_19,akuU,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,665,AvgDialog,Content,索菲亚,有的人是永远也不会变的。,Some people never change.
AvgDialog_38729_Content_20,akuW,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,666,AvgDialog,Content,索菲亚,你来干什么？,What brings you here?
AvgDialog_38729_Content_21,akuX,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,667,AvgDialog,Content,爱德华,索菲亚，我——,"Sophia, I—"
AvgDialog_38729_Content_22,akuY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,668,AvgDialog,Content,索菲亚,闭嘴！害死我姐姐和妈妈还不够，你还要来她们坟前耀武扬威吗？！,Shut up! Isn't it enough that you caused the deaths of my sister and mother? Do you now come to their graves to gloat?!
AvgDialog_38729_Content_23,akuZ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,669,AvgDialog,Content,爱德华,我是来道歉的，我没想到……,I'm here to apologize. I didn't expect...
AvgDialog_38729_Content_24,akva,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,670,AvgDialog,Content,,索菲亚尖刻地笑了。,Sophia laughed sharply.
AvgDialog_38729_Content_25,akvb,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,671,AvgDialog,Content,索菲亚,你也是这样和<Blue:汤普森>道歉的吗，在害死他唯一的亲人，害死<Blue:米莉>之后？,Did you apologize to <Blue:Thompson> like this after causing the death of his only family member and <Blue:Millie>?
AvgDialog_38729_Content_26,akvc,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,672,AvgDialog,Content,索菲亚,你让我恶心，爱德华·贝利。,"You make me sick, Edward Bailey."
AvgDialog_38729_Content_27,akvd,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,673,AvgDialog,Content,爱德华,我是真的后悔了，索菲亚。我知道我无法获得你的宽恕——,"I truly regret it, Sophia. I know I can't earn your forgiveness—"
AvgDialog_38729_Content_28,akve,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,674,AvgDialog,Content,索菲亚,如果你真的后悔，汤普森杀你那天你就不该去找萨尔瓦多主教。,"If you truly regret it, you shouldn't have gone to see Bishop Salvador on the day Thompson killed you."
AvgDialog_38729_Content_29,akvf,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,675,AvgDialog,Content,索菲亚,没错，我知道你是怎么活下来的，你这个懦夫。<Yellow:提灯>告诉我了。,"Yes, I know how you survived, you coward. <Yellow:Lantern> told me."
AvgDialog_38729_Content_30,akvh,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,676,AvgDialog,Content,索菲亚,给你「<Yellow:赐福>」是主教最愚蠢的决定。你就该死，贝利，受尽折磨而死。,"The bishop's decision to grant you ""<Yellow:Bless>"" was his most foolish mistake. You deserve to die, Bailey, tortured to death."
AvgDialog_38729_Content_31,akvi,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,677,AvgDialog,Content,爱德华,我也不想这样的，我试过控制自己，我试过的！在主教救了我之后我每天都回去圣堂报到，我每周都到你家的济贫院去做义工，你还记得吗？,"I didn't want this either. I tried to control myself, I really did! After the bishop saved me, I reported to the Church every day and volunteered at your charity weekly. Do you remember?"
AvgDialog_38729_Content_32,akvj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,678,AvgDialog,Content,爱德华,我想变好，我真的想。是那个亚格罗的家伙，是他说这是个万无一失的生意，要我引荐一个担保人。我也是受害者啊！,"I want to be better, I really do. It was that Aglo guy—he said it was a foolproof deal and asked me to introduce a guarantor. I'm a victim too!"
AvgDialog_38729_Content_33,akvk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,679,AvgDialog,Content,索菲亚,到现在你还在推卸责任，到现在……你都没有真正悔过。,"Even now, you're still evading responsibility. Even now... you haven't truly repented."
AvgDialog_38729_Content_34,akvl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,680,AvgDialog,Content,,她从裙子的内袋里拿出了一个银白的物件，光滑的表面在阳光下微微一闪，将反射的阳光染成了不祥的鲜红。,"She took out a silvery object from the inner pocket of her skirt. Its smooth surface glinted faintly in the sunlight, casting an ominous reddish glow."
AvgDialog_38729_Content_35,akvm,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,681,AvgDialog,Content,爱德华,索菲亚……？,Sophia...?
AvgDialog_38729_Content_36,akvn,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,682,AvgDialog,Content,持镜索菲亚,忏悔吧。,Repent.
AvgDialog_38729_Content_37,akvo,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,683,AvgDialog,Content,持镜索菲亚,"听从正义的持灯者的教诲，将你灵魂中的罪恶净化。
只有这样，才可能获得宽恕。","Follow the teachings of the righteous lamp-bearer, and purify the sins within your soul.\nOnly then can you attain forgiveness."
AvgDialog_38729_Content_38,akvp,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,684,AvgDialog,Content,持镜索菲亚,你是什么？,What are you?
AvgDialog_38729_Content_39,akvq,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,685,AvgDialog,Content,爱德华,我……我是爱德华……,I... I'm Edward...
AvgDialog_38729_Content_40,akvs,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,686,AvgDialog,Content,,"镜子一闪，跪在地上的年轻人眼神再度迷茫。
他颤抖着举起手上的棍子，重重砸到自己身上。","The mirror flashed, and the kneeling young man's eyes grew dazed once more.\nTrembling, he raised the stick in his hand and struck himself hard."
AvgDialog_38729_Content_41,akvt,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,687,AvgDialog,Content,持镜索菲亚,我再问一次，你是什么？,I'll ask once more: What are you?
AvgDialog_38729_Content_42,akvu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,688,AvgDialog,Content,爱德华,我是罪人。,I am a sinner.
AvgDialog_38729_Content_43,akvv,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,689,AvgDialog,Content,持镜索菲亚,你犯下了什么罪过？,What sin have you committed?
AvgDialog_38729_Content_44,akvw,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,690,AvgDialog,Content,爱德华,我贪婪成性，我放纵欲望，我任由恶魔污染我的灵魂，然后将痛苦带给无辜之人。,"I am greedy, I indulge in desire, I allow evil to taint my soul, and then inflict pain upon the innocent."
AvgDialog_38729_Content_45,akvx,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,691,AvgDialog,Content,持镜索菲亚,你应该怎么做？,What should you do?
AvgDialog_38729_Content_46,akvy,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,692,AvgDialog,Content,爱德华,"我应当向我所害的人忏悔，我应当向神明忏悔。
我应当受鞭笞之刑，应当流血直到黑色的罪恶流出，以获得<Red:净化>。","I must repent to those I have wronged, and to the gods.\nI must endure the whip, bleed until the black sin flows out, in order to achieve <Red:purification>."
AvgDialog_38729_Content_47,akvz,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,693,AvgDialog,Content,爱德华,审判将至，唯有纯净的灵魂得以进入无罪的净土。,Judgment Day is approaching. Only pure souls may enter the Innocent Haven.
AvgDialog_38729_Content_48,akvA,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,694,AvgDialog,Content,索菲亚&爱德华,<Red:愿提灯长明>。,<Red:May the lantern remain lit>.
AvgDialog_38729_Content_49,akvB,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,695,AvgDialog,Content,索菲亚,就像你，即便经历了两次人生，你依旧犯下了一样的过错。,"Just like you, even after two lifetimes, you still made the same mistakes."
AvgDialog_38729_Content_50,akvD,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,696,AvgDialog,Content,萨尔瓦多,……你是如何知道的？,...How did you know?
